支付宝交易记录明细查询
账号:[13173026163]
起始日期:[2023-11-02 00:00:00]    终止日期:[2023-12-02 13:54:28]
---------------------------------交易记录明细列表------------------------------------
交易号                  ,商家订单号               ,交易创建时间              ,付款时间                ,最近修改时间              ,交易来源地     ,类型              ,交易对方            ,商品名称                ,金额（元）   ,收/支     ,交易状态    ,服务费（元）   ,成功退款（元）  ,备注                  ,资金状态     ,
2023120222001453491406783620	,432017092208872157160206012850000512312020335248	,2023-12-02 12:00:15 ,2023-12-02 12:00:19 ,2023-12-02 12:00:19 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高新开发区小可新快餐店     ,高新开发区小可新快餐店         ,13.50   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20231202009130101000490021298978	,20231202009130501000490041700986	,2023-12-02 01:00:03 ,2023-12-02 01:00:03 ,2023-12-02 01:00:03 ,支付宝网站     ,即时到账交易          ,余额宝             ,余额宝-自动转入            ,964.63  ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2023120122001453491412192461	,20231201193629U14340109271973657	,2023-12-01 19:36:32 ,2023-12-01 19:36:33 ,2023-12-01 19:36:33 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团              ,美团订单-23120111100400000020148180375672,19.50   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023120122001453491408861261	,MQKSYB2QNLa0        	,2023-12-01 16:11:51 ,2023-12-01 16:11:52 ,2023-12-01 16:11:52 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,App Store & Apple Music,App Store & Apple Music；12.01购买,9.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023120122001453491403535585	,9117014031352961294062024	,2023-12-01 11:58:55 ,2023-12-01 11:58:56 ,2023-12-01 11:58:56 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,陈氏全羊            ,卓旺餐饮(陈氏全羊汉峪金谷2店)    ,6.87    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20231201200040011100490012596723	,                    	,2023-12-01 11:58:02 ,2023-12-01 11:58:12 ,2023-12-01 11:58:02 ,支付宝网站     ,即时到账交易          ,张开发             ,充值-普通充值             ,1000.00 ,不计收支    ,交易成功    ,0.00     ,0.00     ,普通充值                ,资金转移     ,
2023113022001453491406532351	,MQKSY7TBFSa0        	,2023-11-30 22:55:46 ,2023-11-30 22:55:47 ,2023-11-30 22:55:47 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,App Store & Apple Music,App Store & Apple Music；11.30购买,3.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023111922001453491434607363_20231128000000022000000039422210	,W1213433188         	,2023-11-28 22:08:41 ,                    ,2023-11-28 22:08:41 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,苹果电子产品商贸(北京)有限公司,退款-W1213433188      ,7999.00 ,不计收支    ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
2023112822001453491451279453	,7112660000489000008001052214323332	,2023-11-28 21:02:53 ,2023-11-28 21:02:56 ,2023-11-28 21:02:56 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,GEAO            ,GEAO小程序下单           ,20.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023112422001453491419236715	,CP2419601700795131345575	,2023-11-24 11:05:38 ,2023-11-24 11:05:39 ,2023-11-24 11:05:39 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国联通            ,为15576451723交费30.00元,29.93   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
