支付宝交易记录明细查询
账号:[13173026163]
起始日期:[2023-08-07 00:00:00]    终止日期:[2023-09-07 13:54:51]
---------------------------------交易记录明细列表------------------------------------
交易号                  ,商家订单号               ,交易创建时间              ,付款时间                ,最近修改时间              ,交易来源地     ,类型              ,交易对方            ,商品名称                ,金额（元）   ,收/支     ,交易状态    ,服务费（元）   ,成功退款（元）  ,备注                  ,资金状态     ,
2023090722001453491426981378	,90126600004836000083620230907355238877	,2023-09-07 12:22:42 ,2023-09-07 12:22:43 ,2023-09-07 12:22:43 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,济南宜快宜慢连锁便利店     ,宜快宜慢总部(汉峪金谷店)       ,6.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023090722001453491420409903	,38126600004802000020230907115139029951650391	,2023-09-07 11:51:40 ,2023-09-07 11:51:41 ,2023-09-07 11:51:41 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,山东泽福餐饮管理有限公司    ,山东泽福餐饮管理有限公司        ,21.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20230907355675175491 	,                    	,2023-09-07 02:28:40 ,                    ,2023-09-07 02:28:40 ,支付宝网站     ,即时到账交易          ,景顺长城基金管理有限公司    ,余额宝-2023.09.06-收益发放 ,0.14    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2023090622001353491424768034	,346200935           	,2023-09-06 20:16:55 ,2023-09-06 20:17:00 ,2023-09-06 20:17:00 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,Valve           ,S2P1082885778 Steam Purchase,6.99    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023090622001453491420210293	,8412660000489000008000928514323249	,2023-09-06 19:48:32 ,2023-09-06 19:48:36 ,2023-09-06 19:48:36 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,GEAO            ,GEAO小程序下单           ,20.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023090622001453491422682277	,072017092208872157160206012850000562309060304540	,2023-09-06 18:53:06 ,2023-09-06 18:53:11 ,2023-09-06 18:53:11 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高新开发区小可新快餐店     ,高新开发区小可新快餐店         ,13.50   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023090622001453491418248591	,17126600004929000006791705008350722236947741388888	,2023-09-06 11:55:53 ,2023-09-06 11:55:54 ,2023-09-06 11:55:54 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,君子蓝汉峪金谷店        ,君子蓝餐厅超市（汉峪店）-扫码付-YY31184-1-230906-0053,2.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023090622001453491418248528	,35024154510710001   	,2023-09-06 09:40:34 ,2023-09-06 09:40:35 ,2023-09-06 09:40:35 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,丰e足食能量站         ,丰宜能量站消费订单号：35024154510280013。订单详情可在支付宝首页搜索：丰e足食能量站。进入小程序查看,6.98    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20230906319709433491 	,                    	,2023-09-06 02:16:40 ,                    ,2023-09-06 02:16:40 ,支付宝网站     ,即时到账交易          ,景顺长城基金管理有限公司    ,余额宝-2023.09.05-收益发放 ,0.10    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2023090522001453491417832638	,33126600004802000020230905171048109639256391	,2023-09-05 17:10:48 ,2023-09-05 17:10:48 ,2023-09-05 17:10:48 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,济南心连心超市有限公司     ,济南心连心超市有限公司         ,35.88   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023090522001453491411799325	,35126600004823000003222309054302661916096	,2023-09-05 11:57:06 ,2023-09-05 11:57:07 ,2023-09-05 11:57:07 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高新开发区丰香源餐饮店     ,汇小宝收款               ,14.50   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023090522001453491411735374	,35015230310540000   	,2023-09-05 08:53:12 ,2023-09-05 08:53:13 ,2023-09-05 08:53:13 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,丰e足食能量站         ,丰宜能量站消费订单号：35015230310280008。订单详情可在支付宝首页搜索：丰e足食能量站。进入小程序查看,5.49    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20230905300883399491 	,                    	,2023-09-05 02:32:30 ,                    ,2023-09-05 02:32:30 ,支付宝网站     ,即时到账交易          ,景顺长城基金管理有限公司    ,余额宝-2023.09.04-收益发放 ,0.12    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2023090422001453491406075158	,35006886211240001   	,2023-09-04 09:42:30 ,2023-09-04 09:42:31 ,2023-09-04 09:42:31 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,丰e足食能量站         ,丰宜能量站消费订单号：35006886210340007。订单详情可在支付宝首页搜索：丰e足食能量站。进入小程序查看,4.99    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023090422001453491409284664	,U000750996642190069760	,2023-09-04 08:32:38 ,2023-09-04 08:32:38 ,2023-09-04 08:32:38 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国联通            ,中国联通交费充值            ,29.91   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20230904381866327491 	,                    	,2023-09-04 02:40:24 ,                    ,2023-09-04 02:40:24 ,支付宝网站     ,即时到账交易          ,景顺长城基金管理有限公司    ,余额宝-2023.09.03-收益发放 ,0.13    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2023090322001453491401048061	,59126600004802000020230903171637109628869360	,2023-09-03 17:16:37 ,2023-09-03 17:16:38 ,2023-09-03 17:16:38 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,济南心连心超市有限公司     ,济南心连心超市有限公司         ,55.14   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023090322001153491402683989	,13110600723090338608057492878	,2023-09-03 11:12:10 ,2023-09-03 11:12:15 ,2023-09-03 11:44:21 ,淘宝        ,支付宝担保交易         ,饿了么             ,熊大爷现包饺子(汉峪金谷店)外卖订单  ,14.80   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023090322001453491456987026	,8612660000489000008000318114323246	,2023-09-03 09:05:29 ,2023-09-03 09:05:36 ,2023-09-03 09:05:36 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,GEAO            ,GEAO小程序下单           ,20.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20230903362084434491 	,                    	,2023-09-03 02:21:46 ,                    ,2023-09-03 02:21:46 ,支付宝网站     ,即时到账交易          ,景顺长城基金管理有限公司    ,余额宝-2023.09.02-收益发放 ,0.13    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2023090222001153491400108221	,13210600723090282513569492878	,2023-09-02 21:47:58 ,2023-09-02 21:48:03 ,2023-09-02 22:12:48 ,淘宝        ,支付宝担保交易         ,饿了么             ,蜜雪冰城(齐盛广场店)外卖订单     ,14.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023090222001153491400158566	,13190600723090242092126492878	,2023-09-02 19:12:56 ,2023-09-02 19:13:00 ,2023-09-02 19:23:15 ,淘宝        ,支付宝担保交易         ,饿了么             ,徐志馍脆皮肉夹馍(奥龙观邸店)外卖订单 ,17.50   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023090222001453491458749630	,20230902175129U00984853382934672	,2023-09-02 17:51:34 ,2023-09-02 17:51:34 ,2023-09-02 17:51:34 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团              ,美团订单-23090211100300000026407096027856,45.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023083122001153491443794821_3499657670192637424_advance	,T200P3499657670192637424	,2023-09-02 17:36:07 ,                    ,2023-09-02 17:36:07 ,淘宝        ,支付宝担保交易         ,36**店           ,退款-361赤焰3男鞋运动鞋2023秋季新款网面透气跑鞋减震专业跑步鞋男,299.00  ,不计收支    ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
20230902343662662491 	,                    	,2023-09-02 02:35:50 ,                    ,2023-09-02 02:35:50 ,支付宝网站     ,即时到账交易          ,景顺长城基金管理有限公司    ,余额宝-2023.09.01-收益发放 ,0.12    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2023090122001453491456792410	,50126600004820000095516000997082491200548881350327	,2023-09-01 22:32:51 ,2023-09-01 22:32:51 ,2023-09-01 22:32:51 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高新开发区舜华点点超市     ,E高新开发区舜华点点超市        ,18.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023090122001453491451784777	,13126600004929000006791703788110718611597371015231	,2023-09-01 11:52:58 ,2023-09-01 11:52:59 ,2023-09-01 11:52:58 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,君子蓝高速店          ,君子蓝餐厅汉峪金谷店-扫码付-YY00103-230901-00181152,6.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023090122001453491454158326	,34981032611240000   	,2023-09-01 09:53:34 ,2023-09-01 09:53:36 ,2023-09-01 09:53:36 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,丰e足食能量站         ,丰宜能量站消费订单号：34981032610280019。订单详情可在支付宝首页搜索：丰e足食能量站。进入小程序查看,5.49    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20230901342683398491 	,                    	,2023-09-01 04:55:23 ,                    ,2023-09-01 04:55:23 ,支付宝网站     ,即时到账交易          ,景顺长城基金管理有限公司    ,余额宝-2023.08.31-收益发放 ,0.13    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2023083122001453491446757538	,97126600004820000095516000131480902833412967380675	,2023-08-31 21:39:22 ,2023-08-31 21:39:22 ,2023-08-31 21:39:22 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高新开发区舜华点点超市     ,E高新开发区舜华点点超市        ,3.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023083122001453491446064946	,67126600004836000083620230831900801115	,2023-08-31 12:14:11 ,2023-08-31 12:14:12 ,2023-08-31 12:14:12 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,济南宜快宜慢连锁便利店     ,宜快宜慢总部(汉峪金谷店)       ,6.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023083122001453491440485387	,34972110011230000   	,2023-08-31 09:06:28 ,2023-08-31 09:06:29 ,2023-08-31 09:06:29 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,丰e足食能量站         ,丰宜能量站消费订单号：34972110011450007。订单详情可在支付宝首页搜索：丰e足食能量站。进入小程序查看,3.78    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20230831321912203491 	,                    	,2023-08-31 03:20:24 ,                    ,2023-08-31 03:20:24 ,支付宝网站     ,即时到账交易          ,景顺长城基金管理有限公司    ,余额宝-2023.08.30-收益发放 ,0.15    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2023083122001153491443794821	,T200P3499657670192637424	,2023-08-31 00:55:40 ,2023-08-31 00:55:45 ,2023-09-05 19:40:04 ,淘宝        ,支付宝担保交易         ,36**店           ,361赤焰3男鞋运动鞋2023秋季新款网面透气跑鞋减震专业跑步鞋男,299.00  ,支出      ,交易关闭    ,0.00     ,299.00   ,                    ,已支出      ,
2023083022001453491441741985	,34968212510710001   	,2023-08-30 22:16:54 ,2023-08-30 22:16:54 ,2023-08-30 22:16:54 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,丰e足食能量站         ,丰宜能量站消费订单号：34963331610370015。订单详情可在支付宝首页搜索：丰e足食能量站。进入小程序查看,3.78    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023083022001453491441623224	,7912660000489000008000835814323242	,2023-08-30 19:26:07 ,2023-08-30 19:26:11 ,2023-08-30 19:26:11 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,GEAO            ,GEAO小程序下单           ,20.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023083022001453491440649306	,331266000048340000HZP20230830180958983264774488444	,2023-08-30 18:09:59 ,2023-08-30 18:10:00 ,2023-08-30 18:10:00 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,济南高新区诺铭板面店      ,济南高新区诺铭板面店-订单标题     ,11.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20230830399742974491 	,                    	,2023-08-30 03:26:23 ,                    ,2023-08-30 03:26:23 ,支付宝网站     ,即时到账交易          ,景顺长城基金管理有限公司    ,余额宝-2023.08.29-收益发放 ,0.13    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2023082922001453491433079233	,5212660000482200007895032705226900	,2023-08-29 18:28:58 ,2023-08-29 18:29:02 ,2023-08-29 18:29:02 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,米匠饭团            ,高新开发区米匠小吃店          ,9.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023082922001453491424626404	,34954872410540000   	,2023-08-29 09:13:32 ,2023-08-29 09:13:33 ,2023-08-29 09:13:33 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,丰e足食能量站         ,丰宜能量站消费订单号：34954872410370007。订单详情可在支付宝首页搜索：丰e足食能量站。进入小程序查看,4.99    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20230829380054474491 	,                    	,2023-08-29 04:24:17 ,                    ,2023-08-29 04:24:17 ,支付宝网站     ,即时到账交易          ,景顺长城基金管理有限公司    ,余额宝-2023.08.28-收益发放 ,0.07    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2023082822001453491424057272	,20126600004836000083620230828350049061	,2023-08-28 19:06:36 ,2023-08-28 19:06:36 ,2023-08-28 19:06:36 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,宛香都炒货           ,条码支付-汉峪金谷店-E2000227001201223082800121733,5.44    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023082822001453491424057269	,08126600004836000083620230828737579268	,2023-08-28 19:04:21 ,2023-08-28 19:04:22 ,2023-08-28 19:04:22 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,宜快宜慢便利店         ,宜快宜慢总部(汉峪金谷店)       ,13.50   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
