支付宝交易记录明细查询
账号:[13173026163]
起始日期:[2022-05-17 00:00:00]    终止日期:[2022-06-17 17:35:55]
---------------------------------交易记录明细列表------------------------------------
交易号                  ,商家订单号               ,交易创建时间              ,付款时间                ,最近修改时间              ,交易来源地     ,类型              ,交易对方            ,商品名称                ,金额（元）   ,收/支     ,交易状态    ,服务费（元）   ,成功退款（元）  ,备注                  ,资金状态     ,
2022060422001153491427391362_2673663302368637424	,T200P2673663302368637424	,2022-06-17 14:51:55 ,                    ,2022-06-17 14:51:55 ,淘宝        ,支付宝担保交易         ,vesibo旗舰店       ,退款-240g重磅短袖POLO衫男潮牌字母刺绣休闲T恤夏季港风纯棉翻领上衣,0.00    ,其他      ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
2022061704200183001008602406	,2022061722001485831435156871	,2022-06-17 12:00:58 ,2022-06-17 12:00:59 ,2022-06-17 12:00:59 ,支付宝网站     ,即时到账交易          ,开发              ,亲情卡                 ,9.00    ,支出      ,亲情卡付款成功 ,0.00     ,0.00     ,                    ,已支出      ,
20220617398434689491 	,                    	,2022-06-17 03:48:45 ,                    ,2022-06-17 03:48:45 ,支付宝网站     ,即时到账交易          ,景顺长城基金管理有限公司    ,余额宝-2022.06.16-收益发放 ,3.05    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2022061604200183001008538480	,2022061622001185831434480333	,2022-06-16 18:49:02 ,2022-06-16 18:49:03 ,2022-06-16 18:49:03 ,支付宝网站     ,即时到账交易          ,开发              ,亲情卡                 ,10.00   ,支出      ,亲情卡付款成功 ,0.00     ,0.00     ,                    ,已支出      ,
2022061604200183001008483538	,2022061622001185831433285139	,2022-06-16 11:13:30 ,2022-06-16 11:13:31 ,2022-06-16 11:13:31 ,支付宝网站     ,即时到账交易          ,开发              ,亲情卡                 ,11.40   ,支出      ,亲情卡付款成功 ,0.00     ,0.00     ,                    ,已支出      ,
20220616392322167491 	,                    	,2022-06-16 03:26:13 ,                    ,2022-06-16 03:26:13 ,支付宝网站     ,即时到账交易          ,景顺长城基金管理有限公司    ,余额宝-2022.06.15-收益发放 ,2.91    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2022061522001453491439868631	,XP2522061522501255496793003196	,2022-06-15 22:33:25 ,2022-06-15 22:33:25 ,2022-06-15 22:33:25 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,拼多多平台商户         ,商户单号XP2522061522501255496793003196,8.80    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2022061504200183001008384862	,2022061522001185831433200151	,2022-06-15 18:18:55 ,2022-06-15 18:18:56 ,2022-06-15 18:18:56 ,支付宝网站     ,即时到账交易          ,开发              ,亲情卡                 ,12.60   ,支出      ,亲情卡付款成功 ,0.00     ,0.00     ,                    ,已支出      ,
20220615200040011100490071684701	,                    	,2022-06-15 11:03:49 ,2022-06-15 11:03:52 ,2022-06-15 11:03:52 ,支付宝网站     ,即时到账交易          ,开发(**发)         ,转账                  ,5.00    ,支出      ,交易成功    ,0.00     ,0.00     ,转账                  ,已支出      ,
20220615200040011100490071721968	,                    	,2022-06-15 11:03:38 ,2022-06-15 11:03:41 ,2022-06-15 11:03:41 ,支付宝网站     ,即时到账交易          ,开发(**发)         ,转账                  ,20.00   ,支出      ,交易成功    ,0.00     ,0.00     ,转账                  ,已支出      ,
2022061529020848490174664638	,                    	,2022-06-15 09:22:14 ,2022-06-15 09:22:15 ,2022-06-15 09:22:15 ,支付宝网站     ,即时到账交易          ,花呗              ,自动还款-花呗2022年06月账单   ,6.00    ,其他      ,还款成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20220615386118903491 	,                    	,2022-06-15 03:24:18 ,                    ,2022-06-15 03:24:18 ,支付宝网站     ,即时到账交易          ,景顺长城基金管理有限公司    ,余额宝-2022.06.14-收益发放 ,2.94    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2022061522001453491438913900	,MQKNJGL9NWa0        	,2022-06-15 01:21:27 ,2022-06-15 01:21:28 ,2022-06-15 01:21:28 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,App Store & Apple Music,App Store & Apple Music: 于 06.14到 06.15期间完成的购买,1.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2022061422001453491439075680	,20220614182804U67131497145247429	,2022-06-14 18:28:11 ,2022-06-14 18:28:11 ,2022-06-14 18:28:11 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团              ,美团订单-22061411100400000028651708588672,12.50   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2022061422001153491437651014_2695035567665637424	,T200P2695035567665637424	,2022-06-14 16:48:45 ,                    ,2022-06-14 16:48:45 ,淘宝        ,支付宝担保交易         ,omzm旗舰店         ,退款-三本针320g重磅美式T恤男短袖纯棉宽松圆领正肩夏季纯色白色半袖,59.90   ,其他      ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
2022061422001153491438812003	,T200P2695596590450637424	,2022-06-14 16:48:21 ,2022-06-14 16:48:25 ,2022-06-14 18:32:53 ,淘宝        ,支付宝担保交易         ,抖音潮壳            ,（买一送一）200g新疆棉花重磅纯棉圆领打底T恤短袖t恤男女宽松夏,54.71   ,支出      ,等待确认收货  ,0.00     ,0.00     ,                    ,已支出      ,
2022061122001153491434806156_2687870629337637424_advance	,T200P2687870629337637424	,2022-06-14 16:41:18 ,                    ,2022-06-14 16:41:18 ,淘宝        ,支付宝担保交易         ,韩立臣旗舰店          ,退款-古着vintage墨绿色衬衫男夏季日系复古cityboy短袖美式工装外套薄,68.88   ,其他      ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
2022061422001453491437816018	,CN_V1_600599404329420243	,2022-06-14 16:41:05 ,2022-06-14 16:41:06 ,2022-06-14 16:41:06 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,杭州菜鸟供应链管理有限公司   ,菜鸟裹裹-寄件费_2302632474_7331748146637424,12.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2022061422001453491437801917	,CN_V1_600599366240250288	,2022-06-14 16:18:41 ,2022-06-14 16:18:41 ,2022-06-14 16:18:41 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,杭州菜鸟供应链管理有限公司   ,菜鸟裹裹-寄件费_2302632474_7330419288637424,12.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2022061422001153491437803292	,T200P2693580120555637424	,2022-06-14 10:17:30 ,2022-06-14 10:17:34 ,2022-06-14 14:10:54 ,淘宝        ,支付宝担保交易         ,划得来食品专营店        ,重庆特产凯福怪味胡豆100g*4袋休闲小吃麻辣兰花豆酥脆蚕豆零食,5.50    ,支出      ,等待确认收货  ,0.00     ,0.00     ,                    ,已支出      ,
20220614380499919491 	,                    	,2022-06-14 03:05:46 ,                    ,2022-06-14 03:05:46 ,支付宝网站     ,即时到账交易          ,景顺长城基金管理有限公司    ,余额宝-2022.06.13-收益发放 ,3.04    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2022061422001153491437651014	,T200P2695035567665637424	,2022-06-14 00:12:00 ,2022-06-14 00:12:04 ,2022-06-14 16:48:45 ,淘宝        ,支付宝担保交易         ,omzm旗舰店         ,三本针320g重磅美式T恤男短袖纯棉宽松圆领正肩夏季纯色白色半袖,59.90   ,支出      ,交易关闭    ,0.00     ,59.90    ,                    ,已支出      ,
2022061322001153491438176217	,T200P2694461114691637424	,2022-06-13 23:41:56 ,2022-06-13 23:42:00 ,2022-06-14 09:21:50 ,淘宝        ,支付宝担保交易         ,无印良品muji官方旗舰店   ,无印良品 MUJI 男式 棉水洗牛津 开领短袖衬衫,124.00  ,支出      ,等待确认收货  ,0.00     ,0.00     ,                    ,已支出      ,
2022061322001453491436689432	,20220613182715U41134759486114672	,2022-06-13 18:27:20 ,2022-06-13 18:27:20 ,2022-06-13 18:27:20 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团              ,美团订单-22061311100400000028546144772672,13.50   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2022061322001453491436243750	,171266000001050002OP7108568391308350796	,2022-06-13 11:55:55 ,2022-06-13 11:55:55 ,2022-06-13 11:55:55 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高新开发区峰良包子店      ,二维码支付               ,9.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20220613374382364491 	,                    	,2022-06-13 03:03:38 ,                    ,2022-06-13 03:03:38 ,支付宝网站     ,即时到账交易          ,景顺长城基金管理有限公司    ,余额宝-2022.06.12-收益发放 ,2.97    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20220612369317116491 	,                    	,2022-06-12 03:35:20 ,                    ,2022-06-12 03:35:20 ,支付宝网站     ,即时到账交易          ,景顺长城基金管理有限公司    ,余额宝-2022.06.11-收益发放 ,2.97    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20220611200040011100490069664550	,                    	,2022-06-11 09:11:20 ,2022-06-11 09:11:31 ,2022-06-11 09:11:31 ,支付宝网站     ,即时到账交易          ,开发(**发)         ,转账                  ,20.00   ,支出      ,交易成功    ,0.00     ,0.00     ,转账                  ,已支出      ,
20220611363034514491 	,                    	,2022-06-11 03:33:46 ,                    ,2022-06-11 03:33:46 ,支付宝网站     ,即时到账交易          ,景顺长城基金管理有限公司    ,余额宝-2022.06.10-收益发放 ,2.97    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2022061122001153491434806156	,T200P2687870629337637424	,2022-06-11 00:50:53 ,2022-06-11 00:50:58 ,2022-06-15 18:29:17 ,淘宝        ,支付宝担保交易         ,韩立臣旗舰店          ,古着vintage墨绿色衬衫男夏季日系复古cityboy短袖美式工装外套薄,68.88   ,支出      ,交易关闭    ,0.00     ,68.88    ,                    ,已支出      ,
2022061022001453491433975018	,XP2022061008500438081101004360	,2022-06-10 08:32:47 ,2022-06-10 08:32:48 ,2022-06-10 08:32:48 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,拼多多平台商户         ,商户单号XP2022061008500438081101004360,24.33   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20220610357330598491 	,                    	,2022-06-10 03:22:33 ,                    ,2022-06-10 03:22:33 ,支付宝网站     ,即时到账交易          ,景顺长城基金管理有限公司    ,余额宝-2022.06.09-收益发放 ,3.10    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2022060922001153491432487394	,11180600722060902761790492878	,2022-06-09 18:20:52 ,2022-06-09 18:20:56 ,2022-06-09 18:34:51 ,淘宝        ,支付宝担保交易         ,饿了么             ,鲁蒙肉饼糁汤(汉峪金谷店)外卖订单   ,15.70   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2022060922001453491433572645	,XP2222060918501014083561007744	,2022-06-09 18:11:39 ,2022-06-09 18:11:40 ,2022-06-09 18:11:40 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,拼多多平台商户         ,商户单号XP2222060918501014083561007744,3.95    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2022060922001453491432111215	,MQKNGQNL6Ma0        	,2022-06-09 11:15:25 ,2022-06-09 11:15:26 ,2022-06-09 11:15:26 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,iCloud 由云上贵州运营  ,App Store & Apple Music: 于 06.09完成的购买,6.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20220609351408102491 	,                    	,2022-06-09 03:34:46 ,                    ,2022-06-09 03:34:46 ,支付宝网站     ,即时到账交易          ,景顺长城基金管理有限公司    ,余额宝-2022.06.08-收益发放 ,3.20    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2022060822001453491432041253	,73126600004802000020220608193408107463557085	,2022-06-08 19:34:09 ,2022-06-08 19:34:10 ,2022-06-08 19:34:10 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,济南富群超市有限公司      ,济南富群超市有限公司          ,8.96    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2022060822001453491431840954	,231266000001050002OP7106713519545955660	,2022-06-08 11:58:03 ,2022-06-08 11:58:04 ,2022-06-08 11:58:04 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高新开发区峰良包子店      ,二维码支付               ,9.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20220608345397100491 	,                    	,2022-06-08 03:27:51 ,                    ,2022-06-08 03:27:51 ,支付宝网站     ,即时到账交易          ,景顺长城基金管理有限公司    ,余额宝-2022.06.07-收益发放 ,2.94    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2022060722001453491428372482	,941266000001050002OP7106341669808710988	,2022-06-07 11:55:06 ,2022-06-07 11:55:07 ,2022-06-07 11:55:07 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高新开发区峰良包子店      ,二维码支付               ,11.50   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20220607339333572491 	,                    	,2022-06-07 03:15:36 ,                    ,2022-06-07 03:15:36 ,支付宝网站     ,即时到账交易          ,景顺长城基金管理有限公司    ,余额宝-2022.06.06-收益发放 ,3.17    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2022060722001453491429959913	,XP2122060700501896575082003676	,2022-06-07 00:37:28 ,2022-06-07 00:37:29 ,2022-06-07 00:37:28 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,拼多多平台商户         ,商户单号XP2122060700501896575082003676,8.80    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2022060622001453491428152121	,MQKNFTJDBSa0        	,2022-06-06 18:11:41 ,2022-06-06 18:11:42 ,2022-06-06 18:11:42 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,App Store & Apple Music,App Store & Apple Music: 于 06.06完成的购买,19.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2022060622001453491428195211	,101266000001050002OP7105971327672038732	,2022-06-06 11:57:59 ,2022-06-06 11:57:59 ,2022-06-06 11:57:59 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高新开发区峰良包子店      ,二维码支付               ,12.50   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20220606334302919491 	,                    	,2022-06-06 04:16:28 ,                    ,2022-06-06 04:16:28 ,支付宝网站     ,即时到账交易          ,景顺长城基金管理有限公司    ,余额宝-2022.06.05-收益发放 ,3.06    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2022060522001453491428147575	,15126600004802000020220605175309107450110908	,2022-06-05 17:53:11 ,2022-06-05 17:53:11 ,2022-06-05 17:53:11 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,济南富群超市有限公司      ,济南富群超市有限公司          ,7.30    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2022060522001453491427508975	,221266000001050002OP7105688581426907544	,2022-06-05 17:40:46 ,2022-06-05 17:40:47 ,2022-06-05 17:40:47 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高新开发区丽然快餐店      ,二维码支付               ,6.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2022060522001153491427683554	,T200P2676439297790637424	,2022-06-05 14:19:47 ,2022-06-05 14:19:51 ,2022-06-08 09:54:17 ,淘宝        ,支付宝担保交易         ,飞狐网游专营店         ,坎公骑冠剑代肝代练坎特伯雷公主与骑士剧情主线代打刷过推图满星,3.00    ,支出      ,等待确认收货  ,0.00     ,0.00     ,                    ,已支出      ,
2022060522001153491427745211	,T200P2677270539617637424	,2022-06-05 14:19:27 ,2022-06-05 14:19:31 ,2022-06-08 09:54:21 ,淘宝        ,支付宝担保交易         ,飞狐网游专营店         ,王者送荣耀代练代打排位陪玩陪练上分星带玩车队刷巅峰赛战力国标,20.00   ,支出      ,等待确认收货  ,0.00     ,0.00     ,                    ,已支出      ,
20220605200040011100490067027812	,                    	,2022-06-05 13:39:15 ,2022-06-05 13:39:18 ,2022-06-05 13:39:18 ,支付宝网站     ,即时到账交易          ,开发(**发)         ,转账                  ,20.00   ,支出      ,交易成功    ,0.00     ,0.00     ,转账                  ,已支出      ,
2022060522001453491427844308	,0512660000489000009000714342722156	,2022-06-05 13:02:47 ,2022-06-05 13:02:48 ,2022-06-05 13:02:48 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,归仁超市舜奥华府店       ,归仁超市舜奥华府店           ,7.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20220605329264196491 	,                    	,2022-06-05 05:44:41 ,                    ,2022-06-05 05:44:41 ,支付宝网站     ,即时到账交易          ,景顺长城基金管理有限公司    ,余额宝-2022.06.04-收益发放 ,3.07    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2022060422001453491427362288	,16543498246712052653492	,2022-06-04 21:37:04 ,2022-06-04 21:37:07 ,2022-06-04 21:37:07 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,久园果蔬店           ,收钱码收款               ,1.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2022060422001453491427371558	,20220604048674211349871	,2022-06-04 18:20:17 ,2022-06-04 18:20:18 ,2022-06-04 18:20:18 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,信用借还服务商         ,充电宝                 ,6.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2022060422001453491425987123	,210_202206047559372801077825	,2022-06-04 18:10:31 ,2022-06-04 18:10:31 ,2022-06-04 18:10:31 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-胡师傅-06月04日行程   ,13.56   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2022060422001453491426507565	,210_202206047559293601957459	,2022-06-04 16:13:47 ,2022-06-04 16:13:48 ,2022-06-04 16:13:47 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-郭师傅-06月04日行程   ,10.74   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2022060422001453491427495937	,071266000048180000T6255366720220604152111	,2022-06-04 15:21:13 ,2022-06-04 15:21:14 ,2022-06-04 15:21:13 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,济南荣山餐饮管理有限公司    ,济南荣山餐饮管理有限公司        ,156.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2022060422001453491427265937	,81126600004802000020220604132105107444206444	,2022-06-04 13:21:06 ,2022-06-04 13:21:06 ,2022-06-04 13:21:06 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,济南富群超市有限公司      ,济南富群超市有限公司          ,23.90   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20220604322503564491 	,                    	,2022-06-04 04:10:35 ,                    ,2022-06-04 04:10:35 ,支付宝网站     ,即时到账交易          ,景顺长城基金管理有限公司    ,余额宝-2022.06.03-收益发放 ,3.07    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2022060422001153491427391362	,T200P2673663302368637424	,2022-06-04 01:23:31 ,2022-06-04 01:23:36 ,2022-06-04 01:23:36 ,淘宝        ,支付宝担保交易         ,vesibo旗舰店       ,240g重磅短袖POLO衫男潮牌字母刺绣休闲T恤夏季港风纯棉翻领上衣,0.00    ,支出      ,支付成功    ,0.00     ,0.00     ,                    ,已支出      ,
2022060322001453491425151243	,18126600004802000020220603183300107441217574	,2022-06-03 18:33:01 ,2022-06-03 18:33:01 ,2022-06-03 18:33:01 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,济南富群超市有限公司      ,济南富群超市有限公司          ,9.64    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2022060322001453491425980919	,9320180330024764010461368604071165547501138	,2022-06-03 11:47:26 ,2022-06-03 11:47:27 ,2022-06-03 11:47:27 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,牛村花板面           ,美团收银909700178309644647,14.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2022060322001453491426416751	,XP1322060309500107384020007150	,2022-06-03 09:27:43 ,2022-06-03 09:27:44 ,2022-06-03 09:27:44 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,拼多多平台商户         ,商户单号XP1322060309500107384020007150,13.86   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20220603317541687491 	,                    	,2022-06-03 05:45:24 ,                    ,2022-06-03 05:45:24 ,支付宝网站     ,即时到账交易          ,景顺长城基金管理有限公司    ,余额宝-2022.06.02-收益发放 ,3.04    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2022053122001153491421643230_2664106886330637424	,T200P2664106886330637424	,2022-06-02 20:44:40 ,                    ,2022-06-02 20:44:40 ,淘宝        ,支付宝担保交易         ,五鲨网游专营店         ,退款-【亏本低价接单】王者送荣耀代练排位上分带打玩巅峰赛刷战力英雄,49.99   ,其他      ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
2022060222001153491425311403	,11180600722060298659382492878	,2022-06-02 18:19:02 ,2022-06-02 18:19:06 ,2022-06-02 18:32:33 ,淘宝        ,支付宝担保交易         ,饿了么             ,鲁蒙肉饼糁汤(汉峪金谷店)外卖订单   ,14.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2022060222001453491424151098	,9116541424562997392937024	,2022-06-02 12:00:56 ,2022-06-02 12:00:56 ,2022-06-02 12:00:56 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,陈氏全羊            ,陈氏全羊(陈氏全羊汉峪金谷1店)（确认码：2469）,3.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20220602310759787491 	,                    	,2022-06-02 04:12:21 ,                    ,2022-06-02 04:12:21 ,支付宝网站     ,即时到账交易          ,景顺长城基金管理有限公司    ,余额宝-2022.06.01-收益发放 ,3.01    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2022060222001153491424303222	,T200P2669105091519637424	,2022-06-02 00:02:00 ,2022-06-02 00:02:05 ,2022-06-12 14:07:33 ,淘宝        ,支付宝担保交易         ,揭阳市创迪工贸有限公司     ,【狂欢价】华夫格短裤男夏季新款高级感宽松运动五分裤子港风ins潮流休闲裤,29.90   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2022060122001153491423816213	,11190600722060171436776492878	,2022-06-01 19:24:50 ,2022-06-01 19:24:54 ,2022-06-01 20:10:51 ,淘宝        ,支付宝担保交易         ,饿了么             ,牛九爷嫩牛五方(银河中心店)外卖订单  ,15.40   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20220601009130101000490073900333	,20220601009130501000490023792325	,2022-06-01 06:57:52 ,2022-06-01 06:57:52 ,2022-06-01 06:57:52 ,支付宝网站     ,即时到账交易          ,景顺长城基金管理有限公司    ,余额宝-自动转入            ,8.00    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20220601305068121491 	,                    	,2022-06-01 03:59:29 ,                    ,2022-06-01 03:59:29 ,支付宝网站     ,即时到账交易          ,景顺长城基金管理有限公司    ,余额宝-2022.05.31-收益发放 ,3.36    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20220531200040011100490064797221	,                    	,2022-05-31 22:57:12 ,2022-05-31 22:57:15 ,2022-05-31 22:57:15 ,支付宝网站     ,即时到账交易          ,开发(**发)         ,转账                  ,20.00   ,支出      ,交易成功    ,0.00     ,0.00     ,转账                  ,已支出      ,
2022053122001453491421795564	,52126600004802000020220531195623107426376428	,2022-05-31 19:56:23 ,2022-05-31 19:56:24 ,2022-05-31 19:56:24 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,济南富群超市有限公司      ,济南富群超市有限公司          ,4.90    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2022053122001153491421643230	,T200P2664106886330637424	,2022-05-31 14:08:44 ,2022-05-31 14:08:48 ,2022-06-02 20:44:40 ,淘宝        ,支付宝担保交易         ,五鲨网游专营店         ,【亏本低价接单】王者送荣耀代练排位上分带打玩巅峰赛刷战力英雄,49.99   ,支出      ,交易关闭    ,0.00     ,49.99    ,                    ,已支出      ,
