支付宝交易记录明细查询
账号:[13173026163]
起始日期:[2024-06-08 00:00:00]    终止日期:[2024-07-08 13:56:47]
---------------------------------交易记录明细列表------------------------------------
交易号                  ,商家订单号               ,交易创建时间              ,付款时间                ,最近修改时间              ,交易来源地     ,类型              ,交易对方            ,商品名称                ,金额（元）   ,收/支     ,交易状态    ,服务费（元）   ,成功退款（元）  ,备注                  ,资金状态     ,
2024070822001453491439849889	,Z224070830601806661010000_XY2139	,2024-07-08 11:43:12 ,2024-07-08 11:43:13 ,2024-07-08 11:43:12 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,丰贤餐饮管理有限公司      ,庆丰餐厅窗口13-2          ,16.50   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20240708374809324491 	,                    	,2024-07-08 03:55:34 ,                    ,2024-07-08 03:55:34 ,支付宝网站     ,即时到账交易          ,景顺长城基金管理有限公司    ,余额宝-2024.07.07-收益发放 ,0.07    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2024070722001453491433158782	,47203256685712052653492	,2024-07-07 12:14:28 ,2024-07-07 12:14:33 ,2024-07-07 12:14:33 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,好礼客             ,收钱码收款               ,2.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2024070722001453491432538079	,47203256509712052653492	,2024-07-07 12:14:11 ,2024-07-07 12:14:15 ,2024-07-07 12:14:15 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,好礼客             ,收钱码收款               ,6.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20240707368413169491 	,                    	,2024-07-07 03:37:17 ,                    ,2024-07-07 03:37:17 ,支付宝网站     ,即时到账交易          ,景顺长城基金管理有限公司    ,余额宝-2024.07.06-收益发放 ,0.07    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2024070722001153491433581605	,T200P3959153462774637424	,2024-07-07 02:06:00 ,2024-07-07 02:06:13 ,2024-07-07 02:06:13 ,淘宝        ,支付宝担保交易         ,逍**             ,苏打汽水工作室春季男女款蓝色条纹衬衫日系青春时尚休闲长袖衬衣,8.00    ,支出      ,支付成功    ,0.00     ,0.00     ,                    ,已支出      ,
2024070722001153491432333979_3959125454677637424_283973403189632474	,T200P3959125454677637424	,2024-07-07 00:45:38 ,                    ,2024-07-07 00:45:38 ,淘宝        ,支付宝担保交易         ,白**             ,退款-浮居frp游戏联机远程桌面我的世界群晖威联通NAS橘色网络设备版,10.00   ,不计收支    ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
2024070722001153491432333979	,T200P3959125454677637424	,2024-07-07 00:31:10 ,2024-07-07 00:31:16 ,2024-07-07 00:45:38 ,淘宝        ,支付宝担保交易         ,白**             ,浮居frp游戏联机远程桌面我的世界群晖威联通NAS橘色网络设备版,10.00   ,支出      ,交易关闭    ,0.00     ,10.00    ,                    ,已支出      ,
20240706362392148491 	,                    	,2024-07-06 04:05:25 ,                    ,2024-07-06 04:05:25 ,支付宝网站     ,即时到账交易          ,景顺长城基金管理有限公司    ,余额宝-2024.07.05-收益发放 ,0.07    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2024070622001453491429371179	,430887060860162262  	,2024-07-06 01:02:48 ,2024-07-06 01:02:48 ,2024-07-06 01:02:48 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,广州市动景计算机科技有限公司  ,连续包月(网盘SVIP会员)      ,4.80    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
