支付宝交易记录明细查询
账号:[13173026163]
起始日期:[2023-09-09 00:00:00]    终止日期:[2023-10-09 13:54:26]
---------------------------------交易记录明细列表------------------------------------
交易号                  ,商家订单号               ,交易创建时间              ,付款时间                ,最近修改时间              ,交易来源地     ,类型              ,交易对方            ,商品名称                ,金额（元）   ,收/支     ,交易状态    ,服务费（元）   ,成功退款（元）  ,备注                  ,资金状态     ,
2023100922001453491456279762	,8020180330024764010461368604743311575700073	,2023-10-09 11:55:57 ,2023-10-09 11:56:02 ,2023-10-09 11:56:02 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,虎嘟嘟·盖码饭         ,美团/大众点评点餐订单-10094629705743489707571,17.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023100922001153491458062010	,T200P3556623781817637424	,2023-10-09 11:25:53 ,2023-10-09 11:25:57 ,2023-10-09 13:36:27 ,淘宝        ,支付宝担保交易         ,颗粒**店           ,威露士有氧洗衣液整箱批家用实惠促销组合装松木味官方正品旗舰店,31.80   ,支出      ,等待确认收货  ,0.00     ,0.00     ,                    ,已支出      ,
2023100922001153491455469784_3556128888028637424	,T200P3556128888028637424	,2023-10-09 11:13:23 ,                    ,2023-10-09 11:13:23 ,淘宝        ,支付宝担保交易         ,天**             ,退款-la三效合一除菌除螨洗衣凝珠大珠10mlx40颗洗衣球洗衣液洁净留香,39.15   ,不计收支    ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
2023100922001153491455469784	,T200P3556128888028637424	,2023-10-09 10:36:50 ,2023-10-09 10:36:54 ,2023-10-09 11:13:23 ,淘宝        ,支付宝担保交易         ,天**             ,la三效合一除菌除螨洗衣凝珠大珠10mlx40颗洗衣球洗衣液洁净留香,39.15   ,支出      ,交易关闭    ,0.00     ,39.15    ,                    ,已支出      ,
2023100922001453491457477306	,11126600004928000010031102310090831340653618647731	,2023-10-09 08:31:34 ,2023-10-09 08:31:35 ,2023-10-09 08:31:35 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,京东便利店汉峪金谷店      ,京东便利店汉峪金谷店_10021002310090831340423618645624_31699468004872001,5.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20231009385783163491 	,                    	,2023-10-09 02:16:24 ,                    ,2023-10-09 02:16:24 ,支付宝网站     ,即时到账交易          ,景顺长城基金管理有限公司    ,余额宝-2023.10.08-收益发放 ,0.06    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2023100822001453491447137551	,23126600004802000020231008201024109820155303	,2023-10-08 20:10:25 ,2023-10-08 20:10:25 ,2023-10-08 20:10:25 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,济南心连心超市有限公司     ,济南心连心超市有限公司         ,12.50   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023100822001453491444623568	,24126600004836000083620231008303341274	,2023-10-08 18:13:47 ,2023-10-08 18:13:48 ,2023-10-08 18:13:48 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,济南君子汉峪餐饮服务管理有限公司,君子蓝餐厅汉峪金谷店-扫码付-YY00101-231008-06461813,4.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023100822001153491445064458	,T200P3554722188679637424	,2023-10-08 10:47:52 ,2023-10-08 10:47:56 ,2023-10-08 13:26:26 ,淘宝        ,支付宝担保交易         ,太仓**司           ,抽真空压缩袋整理袋被子衣物专用收纳衣服神器密封家用棉被羽绒服,22.26   ,支出      ,等待确认收货  ,0.00     ,0.00     ,                    ,已支出      ,
2023100622001153491419256415_3552072194562637424	,T200P3552072194562637424	,2023-10-08 08:46:57 ,                    ,2023-10-08 08:46:57 ,淘宝        ,支付宝担保交易         ,w***1           ,退款-二手小米智能多模网关2家用多功能wifi远程控制智能家居蓝牙,168.00  ,不计收支    ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
